file,path,algo,seed,num_vars,num_clauses,best_c,cpu_time
uf50-09.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf50-09.cnf,walksat,9,50,218,218,0.047139
uf50-09.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf50-09.cnf,walksat,10,50,218,218,0.003319
uf75-01.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-01.cnf,walksat,1,75,325,325,0.286255
uf75-01.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-01.cnf,walksat,2,75,325,325,0.166384
uf75-01.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-01.cnf,walksat,3,75,325,325,0.362288
uf75-01.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-01.cnf,walksat,4,75,325,325,0.047938
uf75-01.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-01.cnf,walksat,5,75,325,325,0.021547
uf75-01.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-01.cnf,walksat,6,75,325,325,0.035880
uf75-01.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-01.cnf,walksat,7,75,325,325,0.165833
uf75-01.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-01.cnf,walksat,8,75,325,325,0.188777
uf75-01.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-01.cnf,walksat,9,75,325,325,0.183141
uf75-01.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-01.cnf,walksat,10,75,325,324,0.487808
uf75-010.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-010.cnf,walksat,1,75,325,325,0.065104
uf75-010.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-010.cnf,walksat,2,75,325,325,0.135079
uf75-010.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-010.cnf,walksat,3,75,325,325,0.109013
uf75-010.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-010.cnf,walksat,4,75,325,325,0.120057
uf75-010.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-010.cnf,walksat,5,75,325,325,0.280285
uf75-010.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-010.cnf,walksat,6,75,325,325,0.037815
uf75-010.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-010.cnf,walksat,7,75,325,325,0.016047
uf75-010.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-010.cnf,walksat,8,75,325,325,0.194582
uf75-010.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-010.cnf,walksat,9,75,325,325,0.032430
uf75-010.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-010.cnf,walksat,10,75,325,325,0.035542
uf75-02.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-02.cnf,walksat,1,75,325,325,0.057493
uf75-02.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-02.cnf,walksat,2,75,325,325,0.059923
uf75-02.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-02.cnf,walksat,3,75,325,325,0.046909
uf75-02.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-02.cnf,walksat,4,75,325,325,0.144678
uf75-02.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-02.cnf,walksat,5,75,325,325,0.055142
uf75-02.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-02.cnf,walksat,6,75,325,325,0.042644
uf75-02.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-02.cnf,walksat,7,75,325,325,0.035574
uf75-02.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-02.cnf,walksat,8,75,325,325,0.021974
uf75-02.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-02.cnf,walksat,9,75,325,325,0.018170
uf75-02.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-02.cnf,walksat,10,75,325,325,0.060375
uf75-03.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-03.cnf,walksat,1,75,325,324,0.476209
uf75-03.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-03.cnf,walksat,2,75,325,325,0.246573
uf75-03.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-03.cnf,walksat,3,75,325,323,0.472355
uf75-03.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-03.cnf,walksat,4,75,325,325,0.370433
uf75-03.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-03.cnf,walksat,5,75,325,325,0.037851
uf75-03.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-03.cnf,walksat,6,75,325,325,0.413185
uf75-03.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-03.cnf,walksat,7,75,325,325,0.134984
uf75-03.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-03.cnf,walksat,8,75,325,325,0.022830
uf75-03.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-03.cnf,walksat,9,75,325,325,0.326358
uf75-03.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-03.cnf,walksat,10,75,325,325,0.206828
uf75-04.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-04.cnf,walksat,1,75,325,325,0.170613
uf75-04.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-04.cnf,walksat,2,75,325,324,0.484343
uf75-04.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-04.cnf,walksat,3,75,325,324,0.486439
uf75-04.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-04.cnf,walksat,4,75,325,324,0.495223
uf75-04.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-04.cnf,walksat,5,75,325,324,0.483835
uf75-04.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-04.cnf,walksat,6,75,325,325,0.375473
uf75-04.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-04.cnf,walksat,7,75,325,323,0.480770
uf75-04.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-04.cnf,walksat,8,75,325,325,0.345153
uf75-04.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-04.cnf,walksat,9,75,325,324,0.478432
uf75-04.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-04.cnf,walksat,10,75,325,324,0.480379
uf75-05.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-05.cnf,walksat,1,75,325,324,0.476742
uf75-05.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-05.cnf,walksat,2,75,325,325,0.188118
uf75-05.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-05.cnf,walksat,3,75,325,324,0.469941
uf75-05.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-05.cnf,walksat,4,75,325,325,0.283345
uf75-05.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-05.cnf,walksat,5,75,325,325,0.189823
uf75-05.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-05.cnf,walksat,6,75,325,323,0.475247
uf75-05.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-05.cnf,walksat,7,75,325,325,0.132160
uf75-05.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-05.cnf,walksat,8,75,325,324,0.476982
uf75-05.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-05.cnf,walksat,9,75,325,324,0.471187
uf75-05.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-05.cnf,walksat,10,75,325,325,0.323646
uf75-06.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-06.cnf,walksat,1,75,325,324,0.486401
uf75-06.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-06.cnf,walksat,2,75,325,324,0.477769
uf75-06.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-06.cnf,walksat,3,75,325,324,0.478250
uf75-06.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-06.cnf,walksat,4,75,325,325,0.402239
uf75-06.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-06.cnf,walksat,5,75,325,325,0.142418
uf75-06.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-06.cnf,walksat,6,75,325,325,0.091602
uf75-06.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-06.cnf,walksat,7,75,325,324,0.476405
uf75-06.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-06.cnf,walksat,8,75,325,324,0.482669
uf75-06.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-06.cnf,walksat,9,75,325,324,0.476062
uf75-06.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-06.cnf,walksat,10,75,325,324,0.483102
uf75-07.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-07.cnf,walksat,1,75,325,325,0.121595
uf75-07.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-07.cnf,walksat,2,75,325,325,0.052968
uf75-07.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-07.cnf,walksat,3,75,325,325,0.189264
uf75-07.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-07.cnf,walksat,4,75,325,323,0.524040
uf75-07.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-07.cnf,walksat,5,75,325,324,0.488197
uf75-07.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-07.cnf,walksat,6,75,325,324,0.480677
uf75-07.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-07.cnf,walksat,7,75,325,325,0.092653
uf75-07.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-07.cnf,walksat,8,75,325,325,0.334414
uf75-07.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-07.cnf,walksat,9,75,325,325,0.152818
uf75-07.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-07.cnf,walksat,10,75,325,324,0.485569
uf75-08.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-08.cnf,walksat,1,75,325,325,0.109990
uf75-08.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-08.cnf,walksat,2,75,325,324,0.482979
uf75-08.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-08.cnf,walksat,3,75,325,324,0.483752
uf75-08.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-08.cnf,walksat,4,75,325,325,0.464800
uf75-08.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-08.cnf,walksat,5,75,325,324,0.471811
uf75-08.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-08.cnf,walksat,6,75,325,325,0.420104
uf75-08.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-08.cnf,walksat,7,75,325,325,0.425518
uf75-08.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-08.cnf,walksat,8,75,325,324,0.484421
uf75-08.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-08.cnf,walksat,9,75,325,323,0.478551
uf75-08.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-08.cnf,walksat,10,75,325,324,0.490599
uf75-09.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-09.cnf,walksat,1,75,325,325,0.123156
uf75-09.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-09.cnf,walksat,2,75,325,325,0.023541
uf75-09.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-09.cnf,walksat,3,75,325,325,0.088336
uf75-09.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-09.cnf,walksat,4,75,325,325,0.053142
uf75-09.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-09.cnf,walksat,5,75,325,325,0.071143
uf75-09.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-09.cnf,walksat,6,75,325,325,0.030707
uf75-09.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-09.cnf,walksat,7,75,325,325,0.048762
uf75-09.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-09.cnf,walksat,8,75,325,325,0.044799
uf75-09.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-09.cnf,walksat,9,75,325,325,0.067012
uf75-09.cnf,.\PA3_Benchmarks\PA3_Benchmarks\CNF Formulas\uf75-09.cnf,walksat,10,75,325,325,0.227902
